npoin  nele  nsec npfix  nlod
  392   759     4    16   392
  sec               E              po               A               J              Iy              Iz           theta
  sec           alpha           gamma             gkX             gkY             gkZ
    1   2.5500000e+06   2.0000000e-01   6.0000000e-01   0.0000000e+00   1.8000000e-02   5.0000000e-02   0.0000000e+00
    1   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    2   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    2   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    3   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    3   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    4   1.0000000e+00   2.0000000e-01   1.0000000e-03   0.0000000e+00   1.0000000e-03   1.0000000e-03   0.0000000e+00
    4   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
 node               x               y               z              fx              fy              fz              mx              my              mz          deltaT
  247   258   259     1
  248   259   260     1
  249   260   261     1
  250   261   262     1
  251   262   263     1
  252   264   265     1
  253   265   266     1
  254   266   267     1
  255   267   268     1
  256   268   269     1
  257   269   270     1
  258   270   271     1
  259   271   272     1
  260   272   273     1
  261   273   274     1
  262   274   275     1
  263   275   276     1
  264   276   277     1
  265   277   278     1
  266   278   279     1
  267   279   280     1
  268   280   281     1
  269   281   282     1
  270   282   283     1
  271   284   285     1
  272   285   286     1
  273   286   287     1
  274   287   288     1
  275   288   289     1
  276   289   290     1
  277   290   291     1
  278   291   292     1
  279   292   293     1
  280   293   294     1
  281   294   295     1
  282   295   296     1
  283   296   297     1
  284   297   298     1
  285   298   299     1
  286   299   300     1
  287   300   301     1
  288   301   302     1
  289   303   304     3
  290   304   305     3
  291   305   306     3
  292   306   307     3
  293   307   308     3
  294   308   309     3
  295   309   310     3
  296   310   311     3
  297   311   312     3
  298   312   313     3
  299   313   314     3
  300   314   315     3
  301   315   316     3
  302   316   317     3
  303   317   318     3
  304   318   319     3
  305   319   320     3
  306   321   322     1
  307   322   323     1
  308   323   324     1
  309   324   325     1
  310   325   326     1
  311   326   327     1
  312   327   328     1
  313   328   329     1
  314   329   330     1
  315   330   331     1
  316   331   332     1
  317   332   333     1
  318   333   334     1
  319   334   335     1
  320   335   336     1
  321   337   338     1
  322   338   339     1
  323   339   340     1
  324   340   341     1
  325   341   342     1
  326   342   343     1
  327   343   344     1
  328   344   345     1
  329   345   346     1
  330   346   347     1
  331   347   348     1
  332   348   349     1
  333   349   350     1
  334   351   352     1
  335   352   353     1
  336   353   354     1
  337   354   355     1
  338   355   356     1
  339   356   357     1
  340   357   358     1
  341   358   359     1
  342   359   360     1
  343   360   361     1
  344   361   362     1
  345   363   364     1
  346   364   365     1
  347   365   366     1
  348   366   367     1
  349   367   368     1
  350   368   369     1
  351   369   370     1
  352   370   371     1
  353   371   372     1
  354   373   374     1
  355   374   375     1
  356   375   376     1
  357   376   377     1
  358   377   378     1
  359   378   379     1
  360   379   380     1
  361   381   382     1
  362   382   383     1
  363   383   384     1
  364   384   385     1
  365   385   386     1
  366   387   388     1
  367   388   389     1
  368   389   390     1
  369     1    23     2
  370    23    45     2
  371    45    67     2
  372    67    89     2
  373    89   111     2
  374   111   133     2
  375   133   155     2
  376   155   177     2
  377   177   199     2
  378   199   221     2
  379   221   243     2
  380   243   264     2
  381   264   284     2
  382   284   303     2
  383     2    24     1
  384    24    46     1
  385    46    68     1
  386    68    90     1
  387    90   112     1
  388   112   134     1
  389   134   156     1
  390   156   178     1
  391   178   200     1
  392   200   222     1
  393   222   244     1
  394   244   265     1
  395   265   285     1
  396   285   304     1
  397   304   321     1
  398     3    25     1
  399    25    47     1
  400    47    69     1
  401    69    91     1
  402    91   113     1
  403   113   135     1
  404   135   157     1
  405   157   179     1
  406   179   201     1
  407   201   223     1
  408   223   245     1
  409   245   266     1
  410   266   286     1
  411   286   305     1
  412   305   322     1
  413   322   337     1
  414     4    26     1
  415    26    48     1
  416    48    70     1
  417    70    92     1
  418    92   114     1
  419   114   136     1
  420   136   158     1
  421   158   180     1
  422   180   202     1
  423   202   224     1
  424   224   246     1
  425   246   267     1
  426   267   287     1
  427   287   306     1
  428   306   323     1
  429   323   338     1
  430   338   351     1
  431     5    27     1
  432    27    49     1
  433    49    71     1
  434    71    93     1
  435    93   115     1
  436   115   137     1
  437   137   159     1
  438   159   181     1
  439   181   203     1
  440   203   225     1
  441   225   247     1
  442   247   268     1
  443   268   288     1
  444   288   307     1
  445   307   324     1
  446   324   339     1
  447   339   352     1
  448   352   363     1
  449     6    28     1
  450    28    50     1
  451    50    72     1
  452    72    94     1
  453    94   116     1
  454   116   138     1
  455   138   160     1
  456   160   182     1
  457   182   204     1
  458   204   226     1
  459   226   248     1
  460   248   269     1
  461   269   289     1
  462   289   308     1
  463   308   325     1
  464   325   340     1
  465   340   353     1
  466   353   364     1
  467   364   373     1
  468     7    29     3
  469    29    51     3
  470    51    73     3
  471    73    95     3
  472    95   117     3
  473   117   139     3
  474   139   161     3
  475   161   183     3
  476   183   205     3
  477   205   227     3
  478   227   249     3
  479   249   270     3
  480   270   290     3
  481   290   309     3
  482   309   326     3
  483   326   341     3
  484   341   354     3
  485   354   365     3
  486   365   374     3
  487   374   381     3
  488     8    30     1
  489    30    52     1
  490    52    74     1
  491    74    96     1
  492    96   118     1
  493   118   140     1
  494   140   162     1
  495   162   184     1
  496   184   206     1
  497   206   228     1
  498   228   250     1
  499   250   271     1
  500   271   291     1
  501   291   310     1
  502   310   327     1
  503   327   342     1
  504   342   355     1
  505   355   366     1
  506   366   375     1
  507   375   382     1
  508   382   387     1
  509     9    31     1
  510    31    53     1
  511    53    75     1
  512    75    97     1
  513    97   119     1
  514   119   141     1
  515   141   163     1
  516   163   185     1
  517   185   207     1
  518   207   229     1
  519   229   251     1
  520   251   272     1
  521   272   292     1
  522   292   311     1
  523   311   328     1
  524   328   343     1
  525   343   356     1
  526   356   367     1
  527   367   376     1
  528   376   383     1
  529   383   388     1
  530   388   391     1
  531    10    32     1
  532    32    54     1
  533    54    76     1
  534    76    98     1
  535    98   120     1
  536   120   142     1
  537   142   164     1
  538   164   186     1
  539   186   208     1
  540   208   230     1
  541   230   252     1
  542   252   273     1
  543   273   293     1
  544   293   312     1
  545   312   329     1
  546   329   344     1
  547   344   357     1
  548   357   368     1
  549   368   377     1
  550   377   384     1
  551   384   389     1
  552   389   392     1
  553    11    33     1
  554    33    55     1
  555    55    77     1
  556    77    99     1
  557    99   121     1
  558   121   143     1
  559   143   165     1
  560   165   187     1
  561   187   209     1
  562   209   231     1
  563   231   253     1
  564   253   274     1
  565   274   294     1
  566   294   313     1
  567   313   330     1
  568   330   345     1
  569   345   358     1
  570   358   369     1
  571   369   378     1
  572   378   385     1
  573   385   390     1
  574    12    34     1
  575    34    56     1
  576    56    78     1
  577    78   100     1
  578   100   122     1
  579   122   144     1
  580   144   166     1
  581   166   188     1
  582   188   210     1
  583   210   232     1
  584   232   254     1
  585   254   275     1
  586   275   295     1
  587   295   314     1
  588   314   331     1
  589   331   346     1
  590   346   359     1
  591   359   370     1
  592   370   379     1
  593   379   386     1
  594    13    35     3
  595    35    57     3
  596    57    79     3
  597    79   101     3
  598   101   123     3
  599   123   145     3
  600   145   167     3
  601   167   189     3
  602   189   211     3
  603   211   233     3
  604   233   255     3
  605   255   276     3
  606   276   296     3
  607   296   315     3
  608   315   332     3
  609   332   347     3
  610   347   360     3
  611   360   371     3
  612   371   380     3
  613    14    36     4
  614    36    58     4
  615    58    80     4
  616    80   102     4
  617   102   124     4
  618   124   146     4
  619   146   168     4
  620   168   190     1
  621   190   212     1
  622   212   234     1
  623   234   256     1
  624   256   277     1
  625   277   297     1
  626   297   316     1
  627   316   333     1
  628   333   348     1
  629   348   361     1
  630   361   372     1
  631    15    37     4
  632    37    59     4
  633    59    81     4
  634    81   103     4
  635   103   125     4
  636   125   147     4
  637   147   169     4
  638   169   191     1
  639   191   213     1
  640   213   235     1
  641   235   257     1
  642   257   278     1
  643   278   298     1
  644   298   317     1
  645   317   334     1
  646   334   349     1
  647   349   362     1
  648    16    38     2
  649    38    60     2
  650    60    82     2
  651    82   104     2
  652   104   126     2
  653   126   148     2
  654   148   170     2
  655   170   192     1
  656   192   214     1
  657   214   236     1
  658   236   258     1
  659   258   279     1
  660   279   299     1
  661   299   318     1
  662   318   335     1
  663   335   350     1
  664    17    39     1
  665    39    61     1
  666    61    83     1
  667    83   105     1
  668   105   127     1
  669   127   149     1
  670   149   171     1
  671   171   193     1
  672   193   215     1
  673   215   237     1
  674   237   259     1
  675   259   280     1
  676   280   300     1
  677   300   319     1
  678   319   336     1
  679    18    40     1
  680    40    62     1
  681    62    84     1
  682    84   106     1
  683   106   128     1
  684   128   150     1
  685   150   172     1
  686   172   194     1
  687   194   216     1
  688   216   238     1
  689   238   260     1
  690   260   281     1
  691   281   301     1
  692   301   320     1
  693    19    41     1
  694    41    63     1
  695    63    85     1
  696    85   107     1
  697   107   129     1
  698   129   151     1
  699   151   173     1
  700   173   195     1
  701   195   217     1
  702   217   239     1
  703   239   261     1
  704   261   282     1
  705   282   302     1
  706    20    42     1
  707    42    64     1
  708    64    86     1
  709    86   108     1
  710   108   130     1
  711   130   152     1
  712   152   174     1
  713   174   196     1
  714   196   218     1
  715   218   240     1
  716   240   262     1
  717   262   283     1
  718    21    43     1
  719    43    65     1
  720    65    87     1
  721    87   109     1
  722   109   131     1
  723   131   153     1
  724   153   175     1
  725   175   197     1
  726   197   219     1
  727   219   241     1
  728   241   263     1
  729    22    44     2
  730    44    66     2
  731    66    88     2
  732    88   110     2
  733   110   132     2
  734   132   154     2
  735   154   176     2
  736   176   198     2
  737   198   220     2
  738   220   242     2
  739   242   263     2
  740   263   283     2
  741   283   302     2
  742   302   320     2
  743   320   336     2
  744   336   350     2
  745   350   362     2
  746   362   372     2
  747   372   380     2
  748   380   386     2
  749   386   390     2
  750   390   392     2
  751   392   391     2
  752   391   387     2
  753   387   381     2
  754   381   373     2
  755   373   363     2
  756   363   351     2
  757   351   337     2
  758   337   321     2
  759   321   303     2
 node           dis-x           dis-y           dis-z           rot-x           rot-y           rot-z
    1   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6243780e-04   1.9410889e-04   0.0000000e+00
    2   0.0000000e+00   0.0000000e+00  -1.4268342e-04  -1.1792525e-04   3.1402105e-04   0.0000000e+00
    3   0.0000000e+00   0.0000000e+00  -2.2831328e-04  -5.0801073e-05   4.0898102e-04   0.0000000e+00
    4   0.0000000e+00   0.0000000e+00  -2.4248770e-04   2.1716711e-05   4.5111583e-04   0.0000000e+00
    5   0.0000000e+00   0.0000000e+00  -1.8982394e-04   7.9402252e-05   4.3238604e-04   0.0000000e+00
    6   0.0000000e+00   0.0000000e+00  -9.5023442e-05   1.0306705e-04   3.6727765e-04   0.0000000e+00
    7   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7801375e-05   2.8572536e-04   0.0000000e+00
    8   0.0000000e+00   0.0000000e+00   5.3329174e-05   3.3664263e-05   3.2905931e-04   0.0000000e+00
    9   0.0000000e+00   0.0000000e+00   7.5259351e-05   1.3319627e-05   3.6239702e-04   0.0000000e+00
   10   0.0000000e+00   0.0000000e+00   8.3847045e-05   4.6108392e-06   3.6310652e-04   0.0000000e+00
   11   0.0000000e+00   0.0000000e+00   8.3403463e-05  -7.3306496e-06   3.2199721e-04   0.0000000e+00
   12   0.0000000e+00   0.0000000e+00   6.3324289e-05  -3.6856507e-05   2.4645687e-04   0.0000000e+00
   13   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.5453711e-05   1.5565710e-04   0.0000000e+00
   14   0.0000000e+00   0.0000000e+00  -1.3396812e-04  -1.6305664e-04   1.6592545e-04   0.0000000e+00
   15   0.0000000e+00   0.0000000e+00  -3.0804694e-04  -1.7646056e-04   1.7619147e-04   0.0000000e+00
   16   0.0000000e+00   0.0000000e+00  -4.7039376e-04  -1.4037805e-04   1.8645514e-04   0.0000000e+00
   17   0.0000000e+00   0.0000000e+00  -5.7489840e-04  -6.6992568e-05   2.1361090e-04   0.0000000e+00
   18   0.0000000e+00   0.0000000e+00  -6.0217898e-04   1.2992659e-05   2.3059464e-04   0.0000000e+00
   19   0.0000000e+00   0.0000000e+00  -5.4916092e-04   9.2234363e-05   2.2666613e-04   0.0000000e+00
   20   0.0000000e+00   0.0000000e+00  -4.2079160e-04   1.6223204e-04   1.9799714e-04   0.0000000e+00
   21   0.0000000e+00   0.0000000e+00  -2.3059360e-04   2.1453945e-04   1.4896011e-04   0.0000000e+00
   22   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4198496e-04   9.0719911e-05   0.0000000e+00
   23   0.0000000e+00   0.0000000e+00  -1.7607616e-04  -3.1040764e-04   1.5196431e-04   0.0000000e+00
   24   0.0000000e+00   0.0000000e+00  -5.6403437e-04  -4.0001887e-04   4.5608921e-04   0.0000000e+00
   25   0.0000000e+00   0.0000000e+00  -8.8784481e-04  -2.2482288e-04   7.7972889e-04   0.0000000e+00
   26   0.0000000e+00   0.0000000e+00  -9.8736238e-04   2.9326354e-05   8.9351924e-04   0.0000000e+00
   27   0.0000000e+00   0.0000000e+00  -8.3961822e-04   2.5219724e-04   7.5019095e-04   0.0000000e+00
   28   0.0000000e+00   0.0000000e+00  -5.2725345e-04   3.4221147e-04   4.4356357e-04   0.0000000e+00
   29   0.0000000e+00   0.0000000e+00  -2.6370998e-04   1.0668162e-04   2.3212868e-04   0.0000000e+00
   30   0.0000000e+00   0.0000000e+00  -3.0877391e-04  -1.2980085e-04   3.5611133e-04   0.0000000e+00
   31   0.0000000e+00   0.0000000e+00  -4.3384598e-04  -9.7886199e-05   5.6725130e-04   0.0000000e+00
   32   0.0000000e+00   0.0000000e+00  -4.7637720e-04   1.8535762e-05   6.5291908e-04   0.0000000e+00
   33   0.0000000e+00   0.0000000e+00  -3.9909381e-04   1.2799965e-04   5.5522726e-04   0.0000000e+00
   34   0.0000000e+00   0.0000000e+00  -2.4614054e-04   1.6017562e-04   3.2545046e-04   0.0000000e+00
   35   0.0000000e+00   0.0000000e+00  -1.4074049e-04   6.3578469e-06   1.2098237e-04   0.0000000e+00
   36   0.0000000e+00   0.0000000e+00  -4.3920825e-01  -4.3914253e-01   5.4400554e-01   0.0000000e+00
   37   0.0000000e+00   0.0000000e+00  -4.3941180e-01   4.3875056e-01   5.4404369e-01   0.0000000e+00
   38   0.0000000e+00   0.0000000e+00  -6.4988449e-04  -1.8462655e-04   1.6724580e-04   0.0000000e+00
   39   0.0000000e+00   0.0000000e+00  -8.3167024e-04  -1.5638434e-04   2.6974695e-04   0.0000000e+00
   40   0.0000000e+00   0.0000000e+00  -9.3218624e-04  -3.6741340e-05   3.7804157e-04   0.0000000e+00
   41   0.0000000e+00   0.0000000e+00  -8.9613382e-04   1.0995896e-04   4.0919151e-04   0.0000000e+00
   42   0.0000000e+00   0.0000000e+00  -7.1558567e-04   2.4670722e-04   3.4152127e-04   0.0000000e+00
   43   0.0000000e+00   0.0000000e+00  -4.1855853e-04   3.3593803e-04   1.9961365e-04   0.0000000e+00
   44   0.0000000e+00   0.0000000e+00  -8.2271718e-05   3.0948250e-04   7.1181088e-05   0.0000000e+00
   45   0.0000000e+00   0.0000000e+00  -2.9414258e-04  -4.3854007e-04   8.0461645e-05   0.0000000e+00
   46   0.0000000e+00   0.0000000e+00  -9.5912466e-04  -7.5346773e-04   3.1094582e-04   0.0000000e+00
   47   0.0000000e+00   0.0000000e+00  -1.5999811e-03  -4.6510444e-04   5.8710679e-04   0.0000000e+00
   48   0.0000000e+00   0.0000000e+00  -1.8139511e-03   4.9406097e-05   6.8919752e-04   0.0000000e+00
   49   0.0000000e+00   0.0000000e+00  -1.5203132e-03   5.0648375e-04   5.5831782e-04   0.0000000e+00
   50   0.0000000e+00   0.0000000e+00  -9.0752651e-04   6.4393275e-04   2.9597729e-04   0.0000000e+00
   51   0.0000000e+00   0.0000000e+00  -4.4847456e-04   1.3330111e-04   1.3118358e-04   0.0000000e+00
   52   0.0000000e+00   0.0000000e+00  -6.0508355e-04  -3.3029856e-04   2.2173353e-04   0.0000000e+00
   53   0.0000000e+00   0.0000000e+00  -9.3418614e-04  -2.6924163e-04   3.9693424e-04   0.0000000e+00
   54   0.0000000e+00   0.0000000e+00  -1.0682146e-03   1.7872010e-05   4.8140201e-04   0.0000000e+00
   55   0.0000000e+00   0.0000000e+00  -8.9895333e-04   3.0345203e-04   4.0416413e-04   0.0000000e+00
   56   0.0000000e+00   0.0000000e+00  -5.2413894e-04   4.0054675e-04   2.1413100e-04   0.0000000e+00
   57   0.0000000e+00   0.0000000e+00  -2.3430783e-04   8.8297445e-05   6.3336900e-05   0.0000000e+00
   58   0.0000000e+00   0.0000000e+00  -7.8120717e-01  -7.8109109e-01   1.6703150e-01   0.0000000e+00
   59   0.0000000e+00   0.0000000e+00  -7.8144712e-01   7.8063765e-01   1.6706626e-01   0.0000000e+00
   60   0.0000000e+00   0.0000000e+00  -7.9605034e-04  -2.2614289e-04   1.2153141e-04   0.0000000e+00
   61   0.0000000e+00   0.0000000e+00  -1.0731681e-03  -2.7904312e-04   2.0221039e-04   0.0000000e+00
   62   0.0000000e+00   0.0000000e+00  -1.2825137e-03  -1.1707472e-04   2.9824323e-04   0.0000000e+00
   63   0.0000000e+00   0.0000000e+00  -1.2796265e-03   1.2796690e-04   3.2796447e-04   0.0000000e+00
   64   0.0000000e+00   0.0000000e+00  -1.0305175e-03   3.6119571e-04   2.6509547e-04   0.0000000e+00
   65   0.0000000e+00   0.0000000e+00  -5.9316643e-04   4.8663037e-04   1.4030376e-04   0.0000000e+00
   66   0.0000000e+00   0.0000000e+00  -1.3811276e-04   3.6949702e-04   3.8894015e-05   0.0000000e+00
   67   0.0000000e+00   0.0000000e+00  -3.3295969e-04  -5.1613637e-04  -3.1602933e-06   0.0000000e+00
   68   0.0000000e+00   0.0000000e+00  -1.1569761e-03  -9.5926755e-04   7.8952648e-05   0.0000000e+00
   69   0.0000000e+00   0.0000000e+00  -1.9884427e-03  -6.1324247e-04   1.7363764e-04   0.0000000e+00
   70   0.0000000e+00   0.0000000e+00  -2.2733649e-03   6.3070850e-05   2.0769838e-04   0.0000000e+00
   71   0.0000000e+00   0.0000000e+00  -1.8872074e-03   6.6466486e-04   1.5930542e-04   0.0000000e+00
   72   0.0000000e+00   0.0000000e+00  -1.0919708e-03   8.2245205e-04   6.6679427e-05   0.0000000e+00
   73   0.0000000e+00   0.0000000e+00  -5.1853924e-04   1.5153157e-04   7.6247717e-06   0.0000000e+00
   74   0.0000000e+00   0.0000000e+00  -7.3394924e-04  -4.4175066e-04   3.2480544e-05   0.0000000e+00
   75   0.0000000e+00   0.0000000e+00  -1.1815598e-03  -3.7359052e-04   8.8153117e-05   0.0000000e+00
   76   0.0000000e+00   0.0000000e+00  -1.3754009e-03   1.1757785e-05   1.1854397e-04   0.0000000e+00
   77   0.0000000e+00   0.0000000e+00  -1.1554776e-03   4.0480602e-04   9.7267484e-05   0.0000000e+00
   78   0.0000000e+00   0.0000000e+00  -6.5352614e-04   5.3464242e-04   4.0182349e-05   0.0000000e+00
   79   0.0000000e+00   0.0000000e+00  -2.6445322e-04   1.2969732e-04  -3.1917839e-06   0.0000000e+00
   80   0.0000000e+00   0.0000000e+00  -8.4643319e-01  -8.4631370e-01   9.5432866e-03   0.0000000e+00
   81   0.0000000e+00   0.0000000e+00  -8.4670588e-01   8.4580082e-01   9.5734967e-03   0.0000000e+00
   82   0.0000000e+00   0.0000000e+00  -8.8793060e-04  -2.5379218e-04   6.0766919e-05   0.0000000e+00
   83   0.0000000e+00   0.0000000e+00  -1.2213399e-03  -3.5134084e-04   9.0420329e-05   0.0000000e+00
   84   0.0000000e+00   0.0000000e+00  -1.4962786e-03  -1.6588844e-04   1.2126255e-04   0.0000000e+00
   85   0.0000000e+00   0.0000000e+00  -1.5120328e-03   1.4281567e-04   1.2664765e-04   0.0000000e+00
   86   0.0000000e+00   0.0000000e+00  -1.2152638e-03   4.3767007e-04   9.7131271e-05   0.0000000e+00
   87   0.0000000e+00   0.0000000e+00  -6.8726711e-04   5.8080123e-04   4.5297068e-05   0.0000000e+00
   88   0.0000000e+00   0.0000000e+00  -1.5825213e-04   4.1016007e-04   1.1840784e-06   0.0000000e+00
   89   0.0000000e+00   0.0000000e+00  -2.9100969e-04  -5.2709387e-04  -7.7219154e-05   0.0000000e+00
   90   0.0000000e+00   0.0000000e+00  -1.1153724e-03  -9.5163054e-04  -1.5801319e-04   0.0000000e+00
   91   0.0000000e+00   0.0000000e+00  -1.9363052e-03  -6.0227044e-04  -2.7268504e-04   0.0000000e+00
   92   0.0000000e+00   0.0000000e+00  -2.2133891e-03   6.6662088e-05  -3.2167702e-04   0.0000000e+00
   93   0.0000000e+00   0.0000000e+00  -1.8283030e-03   6.5962875e-04  -2.7157014e-04   0.0000000e+00
   94   0.0000000e+00   0.0000000e+00  -1.0393848e-03   8.1683597e-04  -1.6712016e-04   0.0000000e+00
   95   0.0000000e+00   0.0000000e+00  -4.6675753e-04   1.5766367e-04  -1.0683374e-04   0.0000000e+00
   96   0.0000000e+00   0.0000000e+00  -6.7110158e-04  -4.2782250e-04  -1.5360160e-04   0.0000000e+00
   97   0.0000000e+00   0.0000000e+00  -1.1059549e-03  -3.6396562e-04  -2.3424057e-04   0.0000000e+00
   98   0.0000000e+00   0.0000000e+00  -1.2961294e-03   8.6016024e-06  -2.7183346e-04   0.0000000e+00
   99   0.0000000e+00   0.0000000e+00  -1.0862254e-03   3.8874756e-04  -2.3141783e-04   0.0000000e+00
  100   0.0000000e+00   0.0000000e+00  -6.0337218e-04   5.1467974e-04  -1.3716067e-04   0.0000000e+00
  101   0.0000000e+00   0.0000000e+00  -2.3062054e-04   1.1934806e-04  -6.1631652e-05   0.0000000e+00
  102   0.0000000e+00   0.0000000e+00  -8.4641826e-01  -8.4633880e-01  -9.5713609e-03   0.0000000e+00
  103   0.0000000e+00   0.0000000e+00  -8.4671719e-01   8.4577616e-01  -9.5500383e-03   0.0000000e+00
  104   0.0000000e+00   0.0000000e+00  -9.1692682e-04  -2.6185020e-04  -1.9696546e-06   0.0000000e+00
  105   0.0000000e+00   0.0000000e+00  -1.2513476e-03  -3.4667266e-04  -2.9353234e-05   0.0000000e+00
  106   0.0000000e+00   0.0000000e+00  -1.5185801e-03  -1.5641892e-04  -7.5094301e-05   0.0000000e+00
  107   0.0000000e+00   0.0000000e+00  -1.5248343e-03   1.5188832e-04  -9.8931697e-05   0.0000000e+00
  108   0.0000000e+00   0.0000000e+00  -1.2195802e-03   4.4586536e-04  -8.6432537e-05   0.0000000e+00
  109   0.0000000e+00   0.0000000e+00  -6.8281469e-04   5.9070896e-04  -5.2547239e-05   0.0000000e+00
  110   0.0000000e+00   0.0000000e+00  -1.4166692e-04   4.2503854e-04  -3.2967849e-05   0.0000000e+00
  111   0.0000000e+00   0.0000000e+00  -1.8937954e-04  -4.7324862e-04  -1.1870354e-04   0.0000000e+00
  112   0.0000000e+00   0.0000000e+00  -8.5936379e-04  -7.3690961e-04  -3.3973678e-04   0.0000000e+00
  113   0.0000000e+00   0.0000000e+00  -1.4762798e-03  -4.3981369e-04  -6.1938621e-04   0.0000000e+00
  114   0.0000000e+00   0.0000000e+00  -1.6716726e-03   5.9237803e-05  -7.2606721e-04   0.0000000e+00
  115   0.0000000e+00   0.0000000e+00  -1.3781521e-03   4.9724549e-04  -6.0019082e-04   0.0000000e+00
  116   0.0000000e+00   0.0000000e+00  -7.7829654e-04   6.3190853e-04  -3.3922167e-04   0.0000000e+00
  117   0.0000000e+00   0.0000000e+00  -3.1919809e-04   1.5198248e-04  -1.7831325e-04   0.0000000e+00
  118   0.0000000e+00   0.0000000e+00  -4.4409633e-04  -2.9191604e-04  -2.8763286e-04   0.0000000e+00
  119   0.0000000e+00   0.0000000e+00  -7.3920265e-04  -2.4433203e-04  -4.7826217e-04   0.0000000e+00
  120   0.0000000e+00   0.0000000e+00  -8.6360989e-04   1.0703497e-05  -5.6658316e-04   0.0000000e+00
  121   0.0000000e+00   0.0000000e+00  -7.1867182e-04   2.6311055e-04  -4.8201337e-04   0.0000000e+00
  122   0.0000000e+00   0.0000000e+00  -3.9380996e-04   3.4625410e-04  -2.7068821e-04   0.0000000e+00
  123   0.0000000e+00   0.0000000e+00  -1.4982913e-04   5.8401106e-05  -9.4153860e-05   0.0000000e+00
  124   0.0000000e+00   0.0000000e+00  -7.8117342e-01  -7.8115845e-01  -1.6703715e-01   0.0000000e+00
  125   0.0000000e+00   0.0000000e+00  -7.8148607e-01   7.8056666e-01  -1.6703278e-01   0.0000000e+00
  126   0.0000000e+00   0.0000000e+00  -8.8784908e-04  -2.5148376e-04  -5.3132865e-05   0.0000000e+00
  127   0.0000000e+00   0.0000000e+00  -1.1695931e-03  -2.6773090e-04  -1.2824770e-04   0.0000000e+00
  128   0.0000000e+00   0.0000000e+00  -1.3596267e-03  -9.2925481e-05  -2.3084107e-04   0.0000000e+00
  129   0.0000000e+00   0.0000000e+00  -1.3314651e-03   1.5381674e-04  -2.7262403e-04   0.0000000e+00
  130   0.0000000e+00   0.0000000e+00  -1.0561304e-03   3.8814736e-04  -2.2880135e-04   0.0000000e+00
  131   0.0000000e+00   0.0000000e+00  -5.8969231e-04   5.1891226e-04  -1.2783251e-04   0.0000000e+00
  132   0.0000000e+00   0.0000000e+00  -9.6669808e-05   4.1458541e-04  -5.4059639e-05   0.0000000e+00
  133   0.0000000e+00   0.0000000e+00  -7.1539265e-05  -3.7411675e-04  -1.0637795e-04   0.0000000e+00
  134   0.0000000e+00   0.0000000e+00  -4.8388866e-04  -3.9912084e-04  -3.7749090e-04   0.0000000e+00
  135   0.0000000e+00   0.0000000e+00  -7.9874974e-04  -2.1103131e-04  -6.6243640e-04   0.0000000e+00
  136   0.0000000e+00   0.0000000e+00  -8.8402152e-04   4.2847523e-05  -7.6215699e-04   0.0000000e+00
  137   0.0000000e+00   0.0000000e+00  -7.2548993e-04   2.5942065e-04  -6.3610567e-04   0.0000000e+00
  138   0.0000000e+00   0.0000000e+00  -4.0934858e-04   3.4348869e-04  -3.6610178e-04   0.0000000e+00
  139   0.0000000e+00   0.0000000e+00  -1.3479203e-04   1.3871830e-04  -1.7580974e-04   0.0000000e+00
  140   0.0000000e+00   0.0000000e+00  -1.3430221e-04  -8.1568434e-05  -3.0626509e-04   0.0000000e+00
  141   0.0000000e+00   0.0000000e+00  -2.2146780e-04  -7.2471876e-05  -5.0617187e-04   0.0000000e+00
  142   0.0000000e+00   0.0000000e+00  -2.5377237e-04   1.3045447e-05  -5.8890492e-04   0.0000000e+00
  143   0.0000000e+00   0.0000000e+00  -1.9839595e-04   8.9505656e-05  -5.0401704e-04   0.0000000e+00
  144   0.0000000e+00   0.0000000e+00  -9.8741889e-05   9.4023383e-05  -2.9397738e-04   0.0000000e+00
  145   0.0000000e+00   0.0000000e+00  -5.6473312e-05  -3.9831283e-05  -8.4194581e-05   0.0000000e+00
  146   0.0000000e+00   0.0000000e+00  -4.3919269e-01  -4.3923091e-01  -5.4395676e-01   0.0000000e+00
  147   0.0000000e+00   0.0000000e+00  -4.3949568e-01   4.3864584e-01  -5.4398336e-01   0.0000000e+00
  148   0.0000000e+00   0.0000000e+00  -8.1879328e-04  -2.3078542e-04  -7.9899481e-05   0.0000000e+00
  149   0.0000000e+00   0.0000000e+00  -1.0156075e-03  -1.5022349e-04  -1.6487618e-04   0.0000000e+00
